Name,Rank,Global Score from US News,Image,Description,City,Country,Country Code
Niigata University,"1,151",38.0,N/A,,Niigata,Japan,JPN
Southern Cross University,"1,151",38.0,N/A,,East Lismore,Australia,AUS
Universidade Federal da Bahia,"1,151",38.0,N/A,,Cruz Das Almas,Brazil,BRA
University of Bradford,"1,151",38.0,N/A,,Bradford,United Kingdom,GBR
Cadi Ayyad University of Marrakech,"1,157",37.9,N/A,,Marrakech,Morocco,MAR
Isfahan University of Medical Sciences,"1,157",37.9,N/A,,Isfahan,Iran,IRN
Nagasaki University,"1,157",37.9,N/A,,Nagasaki,Japan,JPN
Obafemi Awolowo University,"1,157",37.9,N/A,,Ile-Ife,Nigeria,NGA
Universiti Teknologi MARA,"1,157",37.9,N/A,,Darul Ehsan,Malaysia,MYS
Shaanxi University of Science & Technology,"1,162",37.8,N/A,,Xi'an,China,CHN
University of Salford,"1,162",37.8,N/A,,Salford,United Kingdom,GBR
Aberystwyth University,"1,164",37.7,N/A,,Aberystwyth,United Kingdom,GBR
Al-Mustaqbal University College,"1,164",37.7,N/A,,Hillah,Iraq,IRQ
Pontificia University Catolica Del Peru,"1,164",37.7,N/A,,Lima,Peru,PER
University of Foggia,"1,164",37.7,N/A,,Foggia,Italy,ITA
Zhejiang A&F University,"1,164",37.7,N/A,,Hangzhou,China,CHN
K. N. Toosi University of Technology,"1,169",37.6,N/A,,Tehran,Iran,IRN
University of Novi Sad,"1,169",37.6,N/A,,Novi Sad,Serbia,SRB
American University of Sharjah,"1,171",37.5,N/A,,Sharjah,United Arab Emirates,ARE
Dalian Polytechnic University,"1,171",37.5,N/A,,Dalian,China,CHN
London South Bank University,"1,171",37.5,N/A,,London,United Kingdom,GBR
Portland State University,"1,171",37.5,N/A,,Portland,United States,USA
Universidade do Estado do Rio de Janeiro,"1,171",37.5,N/A,,Maracana,Brazil,BRA
Embry-Riddle Aeronautical University,"1,176",37.4,N/A,,Orlando,United States,USA
Kerman University of Medical Sciences,"1,176",37.4,N/A,,Kerman,Iran,IRN
Lahore University of Management Sciences,"1,176",37.4,N/A,,Lahore,Pakistan,PAK
Lincoln University - New Zealand,"1,176",37.4,N/A,,Lincoln (New Zealand),New Zealand,NZL
Pontificia Universidad Javeriana,"1,180",37.3,N/A,,Bogota,Colombia,COL
TOBB Ekonomi ve Teknoloji University,"1,180",37.3,N/A,,Ankara,Turkey,TUR
Universite de Orleans,"1,180",37.3,N/A,,Orleans,France,FRA
University of Ilorin,"1,180",37.3,N/A,,Ilorin,Nigeria,NGA
University of Maribor,"1,180",37.3,N/A,,Maribor,Slovenia,SVN
University of Massachusetts Lowell,"1,180",37.3,N/A,,Lowell,United States,USA
University of North Carolina Greensboro,"1,180",37.3,N/A,,Greensboro,United States,USA
Xi'an University of Technology,"1,180",37.3,N/A,,Xi'an,China,CHN
"Binghamton University, SUNY","1,188",37.2,N/A,,Binghamton,United States,USA
King Mongkut's University of Technology North Bangkok,"1,188",37.2,N/A,,Bangkok,Thailand,THA
Shantou University,"1,188",37.2,N/A,,Shantou,China,CHN
Tiangong University,"1,188",37.2,N/A,,Tianjin,China,CHN
Universite de Tours,"1,188",37.2,N/A,,Tours,France,FRA
University of Sulimanyah,"1,188",37.2,N/A,,Sulaimani,Iraq,IRQ
Yarmouk University,"1,188",37.2,N/A,,Irbid,Jordan,JOR
Jadavpur University,"1,195",37.1,N/A,,Kolkata,India,IND
Northern Illinois University,"1,195",37.1,N/A,,DeKalb,United States,USA
Universiti Malaysia Pahang Al-Sultan Abdullah,"1,195",37.1,N/A,,Pahang,Malaysia,MYS
University of Neuchatel,"1,195",37.1,N/A,,Neuchatel,Switzerland,CHE
Chungnam National University,"1,199",37.0,N/A,,Daejeon,South Korea,KOR
Fordham University,"1,199",37.0,N/A,,New York City,United States,USA
Konkuk University,"1,199",37.0,N/A,,Seoul,South Korea,KOR
Osaka Metropolitan University,"1,199",37.0,N/A,,Osaka,Japan,JPN
Paracelsus Private Medical University,"1,199",37.0,N/A,,Salzburg,Austria,AUT
University of Insubria,"1,199",37.0,N/A,,Varese,Italy,ITA
University of Peradeniya,"1,199",37.0,N/A,,Peradeniya,Sri Lanka,LKA
Yildiz Technical University,"1,199",37.0,N/A,,Istanbul,Turkey,TUR
Kanazawa University,"1,207",36.9,N/A,,Kanazawa,Japan,JPN
New York Medical College,"1,207",36.9,N/A,,Valhalla,United States,USA
Universidad de Extremadura,"1,207",36.9,N/A,,Merida,Spain,ESP
Universidad Tecnica Federico Santa Maria,"1,207",36.9,N/A,,Valparaiso,Chile,CHL
William & Mary,"1,207",36.9,N/A,,Williamsburg,United States,USA
Ege University,"1,212",36.8,N/A,,Izmir,Turkey,TUR
Institut National des Sciences Appliquees de Lyon - INSA Lyon,"1,212",36.8,N/A,,Villeurbanne,France,FRA
Istanbul University - Cerrahpasa,"1,212",36.8,N/A,,Istanbul,Turkey,TUR
Jaume I University,"1,212",36.8,N/A,,Castellon,Spain,ESP
"Jawaharlal Nehru University, New Delhi","1,212",36.8,N/A,,New Delhi,India,IND
Jiangsu Normal University,"1,212",36.8,N/A,,Xuzhou,China,CHN
Universidade Federal de Pelotas,"1,212",36.8,N/A,,Pelotas,Brazil,BRA
Universitat Kassel,"1,212",36.8,N/A,,Kassel,Germany,DEU
Universite d'Angers,"1,212",36.8,N/A,,Angers,France,FRA
University of Arkansas Medical Sciences,"1,212",36.8,N/A,,Little Rock,United States,USA
University of Augsburg,"1,212",36.8,N/A,,Augsburg,Germany,DEU
University of Central Punjab,"1,212",36.8,N/A,,Lahore,Pakistan,PAK
University of Latvia,"1,212",36.8,N/A,,Riga,Latvia,LVA
Yerevan Physics Institute,"1,212",36.8,N/A,,Yerevan,Armenia,ARM
Institut National Polytechnique de Toulouse,"1,226",36.7,N/A,,Toulouse,France,FRA
Medical University of Gdansk,"1,226",36.7,N/A,,Gdańsk,Poland,POL
Sofia University “St. Kliment Ohridski”,"1,226",36.7,N/A,,Sofia,Bulgaria,BGR
University of Akron,"1,226",36.7,N/A,,Akron,United States,USA
Al-Farabi Kazakh National University,"1,230",36.6,N/A,,Almaty,Kazakhstan,KAZ
Federal University of Santa Maria,"1,230",36.6,N/A,,Santa Maria,Brazil,BRA
Pontificia Universidad Catolica de Valparaiso,"1,230",36.6,N/A,,Valparaiso,Chile,CHL
Universitat de Lleida,"1,230",36.6,N/A,,Lleida,Spain,ESP
University of Basilicata,"1,230",36.6,N/A,,Potenza,Italy,ITA
The Catholic University of Korea,"1,235",36.5,N/A,,Bucheon,South Korea,KOR
Universite Paris 13,"1,235",36.5,N/A,,Villetaneuse,France,FRA
University of Jinan,"1,235",36.5,N/A,,Jinan,China,CHN
Dongbei University of Finance & Economics,"1,238",36.4,N/A,,Dalian,China,CHN
Jiangxi University of Science & Technology,"1,238",36.4,N/A,,Jiangxi,China,CHN
Middlesex University,"1,238",36.4,N/A,,London (U.K.),United Kingdom,GBR
Universidade Federal Fluminense,"1,238",36.4,N/A,,Niteroi,Brazil,BRA
University of Sassari,"1,238",36.4,N/A,,Sassari,Italy,ITA
Chongqing Medical University,"1,243",36.3,N/A,,Yuzhong,China,CHN
Henan University of Science & Technology,"1,243",36.3,N/A,,Luoyang,China,CHN
Indian Institute of Technology (IIT) - Guwahati,"1,243",36.3,N/A,,Guwahati,India,IND
Silesian University of Technology,"1,243",36.3,N/A,,Gliwice,Poland,POL
Universidad Autonoma de Chile,"1,243",36.3,N/A,,Temuco,Chile,CHL
Universidade Federal de Goias,"1,243",36.3,N/A,,Goiania,Brazil,BRA
Belarusian State University,"1,249",36.2,N/A,,Minsk,Belarus,BLR
"Indian Institute of Science Education and Research, Pune","1,249",36.2,N/A,,Pashan,India,IND
West University of Timisoara,"1,249",36.2,N/A,,Timisoara,Romania,ROU
Zhejiang Sci-Tech University,"1,249",36.2,N/A,,Hangzhou,China,CHN
Ajou University,"1,253",36.1,N/A,,Suwon,South Korea,KOR
Gachon University,"1,253",36.1,N/A,,Seongnam,South Korea,KOR
National Taipei University of Technology,"1,253",36.1,N/A,,Taipei City,Taiwan,TWN
"Post Graduate Institute of Medical Education & Research (PGIMER), Chandigarh","1,253",36.1,N/A,,Chandigarh,India,IND
University of Yaounde I,"1,253",36.1,N/A,,Yaounde,Cameroon,CMR
Worcester Polytechnic Institute,"1,253",36.1,N/A,,Worcester,United States,USA
Gazi University,"1,259",36.0,N/A,,Ankara,Turkey,TUR
Imam Khomeini International University,"1,259",36.0,N/A,,Qazvin,Iran,IRN
Nelson Mandela University,"1,259",36.0,N/A,,Port Elizabeth,South Africa,ZAF
Taiyuan University of Science & Technology,"1,259",36.0,N/A,,Taiyuan,China,CHN
University of A Coruna,"1,259",36.0,N/A,,Coruna,Spain,ESP
University of Engineering & Technology Lahore,"1,259",36.0,N/A,,Lahore,Pakistan,PAK
University of Hradec Kralove,"1,259",36.0,N/A,,Hradec Kralove,Czech Republic,CZE
University of Valladolid,"1,259",36.0,N/A,,Valladolid,Spain,ESP
Mendel University in Brno,"1,267",35.9,N/A,,Brno,Czech Republic,CZE
Tamkang University,"1,267",35.9,N/A,,Taipei,Taiwan,TWN
Tianjin University Science & Technology,"1,267",35.9,N/A,,Tianjin,China,CHN
University Institute of Lisbon,"1,267",35.9,N/A,,Lisbon,Portugal,PRT
Ecole de Technologie Superieure - Canada,"1,271",35.8,N/A,,Montreal,Canada,CAN
Henan Normal University,"1,271",35.8,N/A,,Xinxiang,China,CHN
Hubei University,"1,271",35.8,N/A,,Wuhan,China,CHN
Hubei University of Technology,"1,271",35.8,N/A,,Wuhan,China,CHN
Nanjing University of Chinese Medicine,"1,271",35.8,N/A,,Nanjing,China,CHN
Saarland University,"1,271",35.8,N/A,,Saarbrucken,Germany,DEU
Universidade Federal do Ceara,"1,271",35.8,N/A,,Fortaleza,Brazil,BRA
University West Indies Mona Jamaica,"1,271",35.8,N/A,,Kingston 7,Jamaica,JAM
California State University Sacramento,"1,279",35.7,N/A,,Sacramento,United States,USA
Erciyes University,"1,279",35.7,N/A,,Kayseri,Turkey,TUR
Sichuan Normal University,"1,279",35.7,N/A,,Chengdu,China,CHN
Universitat Siegen,"1,279",35.7,N/A,,Siegen,Germany,DEU
University of Massachusetts Dartmouth,"1,279",35.7,N/A,,Dartmouth,United States,USA
Capital Normal University,"1,284",35.6,N/A,,Beijing,China,CHN
Florida Institute of Technology,"1,284",35.6,N/A,,Melbourne (U.S.),United States,USA
Nantong University,"1,284",35.6,N/A,,Nantong,China,CHN
Sakarya University,"1,284",35.6,N/A,,Serdivan,Turkey,TUR
Universidade Catolica Portuguesa,"1,284",35.6,N/A,,Lisboa,Portugal,PRT
Universidad Publica de Navarra,"1,284",35.6,N/A,,Pamplona,Spain,ESP
Urmia University,"1,284",35.6,N/A,,Urmia,Iran,IRN
Indian Institute of Technology (IIT) - Indore,"1,291",35.5,N/A,,Indore,India,IND
Nord University,"1,291",35.5,N/A,,Bodø,Norway,NOR
Shiraz University of Technology,"1,291",35.5,N/A,,Shiraz,Iran,IRN
University of Idaho,"1,291",35.5,N/A,,Moscow (U.S.),United States,USA
University of Zielona Gora,"1,291",35.5,N/A,,Zielona Góra,Poland,POL
Bond University,"1,296",35.4,N/A,,Robina,Australia,AUS
Central Michigan University,"1,296",35.4,N/A,,Mount Pleasant,United States,USA
European University of Madrid,"1,296",35.4,N/A,,Madrid,Spain,ESP
Ilia State University,"1,296",35.4,N/A,,Tbilisi,Georgia,GEO
Jonkoping University,"1,296",35.4,N/A,,Jonkoping,Sweden,SWE
Shinshu University,"1,296",35.4,N/A,,Matsumoto,Japan,JPN
Universite de Carthage,"1,296",35.4,N/A,,Tunis,Tunisia,TUN
University of L'Aquila,"1,296",35.4,N/A,,L'Aquila,Italy,ITA
An Najah National University,"1,304",35.3,N/A,,Nablus,Palestine,PSE
Roskilde University,"1,304",35.3,N/A,,Roskilde,Denmark,DNK
Universidad de Jaen,"1,304",35.3,N/A,,Jaen,Spain,ESP
Universiti Tunku Abdul Rahman (UTAR),"1,304",35.3,N/A,,Kampar,Malaysia,MYS
University of Hyderabad,"1,304",35.3,N/A,,Hyderabad,India,IND
BI Norwegian Business School,"1,309",35.2,N/A,,Olso,Norway,NOR
Glasgow Caledonian University,"1,309",35.2,N/A,,Glasgow,United Kingdom,GBR
Tokyo Metropolitan University,"1,309",35.2,N/A,,Tokyo,Japan,JPN
Universidad de Santiago de Chile,"1,309",35.2,N/A,,Santiago,Chile,CHL
Zurich University of Applied Sciences,"1,309",35.2,N/A,,Winterthur,Switzerland,CHE
Changzhou University,"1,314",35.1,N/A,,Changzhou,China,CHN
Hunan University of Technology,"1,314",35.1,N/A,,Zhuzhou,China,CHN
Kaohsiung Medical University,"1,314",35.1,N/A,,Kaohsiung City,Taiwan,TWN
Kasetsart University,"1,314",35.1,N/A,,Bangkok,Thailand,THA
Kindai University (Kinki University),"1,314",35.1,N/A,,Higashiosaka,Japan,JPN
Prince of Songkla University,"1,314",35.1,N/A,,Songkhla,Thailand,THA
Universidad Austral de Chile,"1,314",35.1,N/A,,Valdivia,Chile,CHL
University of Bialystok,"1,314",35.1,N/A,,Białystok,Poland,POL
Damietta University,"1,322",35.0,N/A,,Kafr Saad,Egypt,EGY
Instituto Politecnico do Porto,"1,322",35.0,N/A,,Porto,Portugal,PRT
Shandong University of Technology,"1,322",35.0,N/A,,Zibo,China,CHN
Universidad de Tarapaca,"1,322",35.0,N/A,,Tarapaca,Chile,CHL
University of Camerino,"1,322",35.0,N/A,,Camerino,Italy,ITA
University of Memphis,"1,322",35.0,N/A,,Memphis,United States,USA
University of Pecs,"1,322",35.0,N/A,,Pecs,Hungary,HUN
Zhongkai University of Agriculture & Engineering,"1,322",35.0,N/A,,Guangzhou,China,CHN
Gadjah Mada University,"1,330",34.9,N/A,,Yogyakarta,Indonesia,IDN
Government College University Lahore,"1,330",34.9,N/A,,Lahore,Pakistan,PAK
Gyeongsang National University,"1,330",34.9,N/A,,Jinju City,South Korea,KOR
"Khwaja Fareed University of Engineering & Information Technology, Pakistan","1,330",34.9,N/A,,Rahim Yar Khan,Pakistan,PAK
Medical University of Warsaw,"1,330",34.9,N/A,,Warsaw,Poland,POL
Rikkyo University,"1,330",34.9,N/A,,Tokyo,Japan,JPN
University Kashan,"1,330",34.9,N/A,,Kashan,Iran,IRN
East Carolina University,"1,337",34.8,N/A,,Greenville,United States,USA
Guangzhou University of Chinese Medicine,"1,337",34.8,N/A,,Guangzhou,China,CHN
Heilongjiang University,"1,337",34.8,N/A,,Harbin,China,CHN
Hunan Agricultural University,"1,337",34.8,N/A,,Changsha,China,CHN
Minjiang University,"1,337",34.8,N/A,,Fuzhou,China,CHN
Mohammed First University of Oujda,"1,337",34.8,N/A,,Oujda,Morocco,MAR
Slovak University of Agriculture Nitra,"1,337",34.8,N/A,,76 Nitra-Chrenová,Slovakia,SVK
University of Alabama Huntsville,"1,337",34.8,N/A,,Huntsville,United States,USA
University of Gdansk,"1,337",34.8,N/A,,Gdansk,Poland,POL
Hashemite University,"1,346",34.7,N/A,,Damascus Hwy Zarqa,Jordan,JOR
Ibn Tofail University of Kenitra,"1,346",34.7,N/A,,Kenitra,Morocco,MAR
Linnaeus University,"1,346",34.7,N/A,,Vaxjo,Sweden,SWE
Universidad de Cadiz,"1,346",34.7,N/A,,Cadiz,Spain,ESP
Universidade Federal de Juiz de Fora,"1,346",34.7,N/A,,Juiz de Fora,Brazil,BRA
University of Colombo,"1,346",34.7,N/A,,Colombo,Sri Lanka,LKA
University of Science & Technology (UST),"1,346",34.7,N/A,,Daejeon,South Korea,KOR
Wroclaw University of Science & Technology,"1,346",34.7,N/A,,Wroclaw,Poland,POL
Alexandru Ioan Cuza University,"1,354",34.6,N/A,,Iasi,Romania,ROU
Anhui University of Technology,"1,354",34.6,N/A,,Ma'anshan,China,CHN
Istanbul Aydin University,"1,354",34.6,N/A,,Sefakoy-Kucukcekmece,Turkey,TUR
Miami University,"1,354",34.6,N/A,,Oxford,United States,USA
Pontificia Universidade Catolica do Rio de Janeiro,"1,354",34.6,N/A,,Rio de Janeiro,Brazil,BRA
Yanshan University,"1,354",34.6,N/A,,Qinhuangdao,China,CHN
Guilan University of Medical Sciences,"1,360",34.5,N/A,,Rasht,Iran,IRN
Indian Institute of Technology BHU Varanasi (IIT BHU Varanasi),"1,360",34.5,N/A,,Varanasi,India,IND
International Islamic University Malaysia,"1,360",34.5,N/A,,Selangor,Malaysia,MYS
University of Aegean,"1,360",34.5,N/A,,Mytilene,Greece,GRC
University of Isfahan,"1,360",34.5,N/A,,Isfahan,Iran,IRN
Benemerita Universidad Autonoma de Puebla,"1,365",34.4,N/A,,Puebla,Mexico,MEX
Guangdong Ocean University,"1,365",34.4,N/A,,Zhanjiang,China,CHN
International Medical University Malaysia,"1,365",34.4,N/A,,Kuala Lumpur,Malaysia,MYS
Malaviya National Institute of Technology Jaipur,"1,365",34.4,N/A,,Jaipur,India,IND
State University of New York (SUNY) College of Environmental Science & Forestry,"1,365",34.4,N/A,,Syracuse,United States,USA
Tokyo Medical University,"1,365",34.4,N/A,,Tokyo,Japan,JPN
University of Baghdad,"1,365",34.4,N/A,,Baghdad,Iraq,IRQ
Cukurova University,"1,372",34.3,N/A,,Adana,Turkey,TUR
Daegu Gyeongbuk Institute of Science & Technology (DGIST),"1,372",34.3,N/A,,Deagu,South Korea,KOR
Damanhour University,"1,372",34.3,N/A,,Damanhour,Egypt,EGY
Lakehead University,"1,372",34.3,N/A,,Thunder Bay,Canada,CAN
Liaocheng University,"1,372",34.3,N/A,,Liaocheng,China,CHN
North Dakota State University,"1,372",34.3,N/A,,Fargo,United States,USA
Tokyo University of Science,"1,372",34.3,N/A,,Tokyo,Japan,JPN
University of Bisha,"1,372",34.3,N/A,,Bisha,Saudi Arabia,SAU
University of Calcutta,"1,372",34.3,N/A,,Kolkata,India,IND
Xiangtan University,"1,372",34.3,N/A,,Xiangtan,China,CHN
Kwangwoon University,"1,382",34.2,N/A,,Seoul,South Korea,KOR
Linyi University,"1,382",34.2,N/A,,Linyi,China,CHN
Medical University Lodz,"1,382",34.2,N/A,,Lodz,Poland,POL
Naval Medical University,"1,382",34.2,N/A,,Shanghai,China,CHN
Uniformed Services University of the Health Sciences - USA,"1,382",34.2,N/A,,Bethesda,United States,USA
Beijing University of Chinese Medicine,"1,387",34.1,N/A,,Beijing,China,CHN
Hamburg University of Technology,"1,387",34.1,N/A,,Hamburg,Germany,DEU
Qingdao Agricultural University,"1,387",34.1,N/A,,Qingdao,China,CHN
Universidad de Las Palmas de Gran Canaria,"1,387",34.1,N/A,,Las Palmas de Gran Canaria,Spain,ESP
University of Paderborn,"1,387",34.1,N/A,,Paderborn,Germany,DEU
Xinjiang University,"1,387",34.1,N/A,,Xinjiang,China,CHN
Dongguan University of Technology,"1,393",34.0,N/A,,Dongguan,China,CHN
Hunan University of Science & Technology,"1,393",34.0,N/A,,Xiangtan,China,CHN
Jiangxi Normal University,"1,393",34.0,N/A,,Nanchang,China,CHN
Majmaah University,"1,393",34.0,N/A,,Al Majma'ah,Saudi Arabia,SAU
North University of China,"1,393",34.0,N/A,,Taiyuan,China,CHN
Sheffield Hallam University,"1,393",34.0,N/A,,Sheffield,United Kingdom,GBR
University of Zimbabwe,"1,393",34.0,N/A,,Harare,Zimbabwe,ZWE
Warsaw University of Life Sciences,"1,393",34.0,N/A,,Warsaw,Poland,POL
Xi'an University of Science & Technology,"1,393",34.0,N/A,,Xi’an,China,CHN
Chungbuk National University,"1,402",33.9,N/A,,Cheongju,South Korea,KOR
Homi Bhabha National Institute,"1,402",33.9,N/A,,Mumbai,India,IND
Southwest Petroleum University,"1,402",33.9,N/A,,Chengdu,China,CHN
Taras Shevchenko National University of Kyiv,"1,402",33.9,N/A,,Kyiv,Ukraine,UKR
University of Technology- Iraq,"1,402",33.9,N/A,,Baghdad,Iraq,IRQ
University of Zambia,"1,402",33.9,N/A,,Lusaka,Zambia,ZMB
Al-Balqa Applied University,"1,408",33.8,N/A,,Salt,Jordan,JOR
Bangladesh University of Engineering & Technology (BUET),"1,408",33.8,N/A,,Bentley,Bangladesh,BGD
Beijing University of Civil Engineering & Architecture,"1,408",33.8,N/A,,Beijing,China,CHN
Dokuz Eylul University,"1,408",33.8,N/A,,Izmir,Turkey,TUR
Indian Institute of Technology (IIT) - Gandhinagar,"1,408",33.8,N/A,,Gandhinagar,India,IND
University of Veterinary Medicine Vienna,"1,408",33.8,N/A,,Vienna,Austria,AUT
Chapman University,"1,414",33.7,N/A,,Orange,United States,USA
Conservatoire National Arts & Metiers (CNAM),"1,414",33.7,N/A,,Paris,France,FRA
Jishou University,"1,414",33.7,N/A,,Hunan,China,CHN
Taiyuan University of Technology,"1,414",33.7,N/A,,Taiyuan,China,CHN
University of Rijeka,"1,414",33.7,N/A,,Rijeka,Croatia,HRV
Goldsmiths University London,"1,419",33.6,N/A,,London (U.K.),United Kingdom,GBR
Instituto Politecnico Nacional - Mexico,"1,419",33.6,N/A,,Mexico City,Mexico,MEX
Shandong University of Finance & Economics,"1,419",33.6,N/A,,Jinan,China,CHN
Universidade Federal de Uberlandia,"1,419",33.6,N/A,,Uberlandia,Brazil,BRA
University of Cassino,"1,419",33.6,N/A,,Cassino,Italy,ITA
University of Engineering & Technology Taxila,"1,419",33.6,N/A,,Taxila,Pakistan,PAK
Universidade Federal de Vicosa,"1,425",33.5,N/A,,Vicosa,Brazil,BRA
University of Namur,"1,425",33.5,N/A,,Namur,Belgium,BEL
University of Sargodha,"1,425",33.5,N/A,,Punjab,Pakistan,PAK
Budapest University of Technology & Economics,"1,428",33.4,N/A,,Budapest,Hungary,HUN
Ecole nationale superieure de chimie de Montpellier,"1,428",33.4,N/A,,Montpellier,France,FRA
Estonian University of Life Sciences,"1,428",33.4,N/A,,Tartu,Estonia,EST
Indian Institute of Science Education & Research (IISER) - Kolkata,"1,428",33.4,N/A,,Nadia,India,IND
Montclair State University,"1,428",33.4,N/A,,Montclair,United States,USA
Ozyegin University,"1,428",33.4,N/A,,Istanbul,Turkey,TUR
The University of Manouba,"1,428",33.4,N/A,,Manouba,Tunisia,TUN
Alagappa University,"1,435",33.3,N/A,,Karaikudi,India,IND
Hangzhou Dianzi University,"1,435",33.3,N/A,,Hangzhou,China,CHN
Hunan Normal University,"1,435",33.3,N/A,,Changsha,China,CHN
Jahangirnagar University,"1,435",33.3,N/A,,Dhaka,Bangladesh,BGD
Tunghai University,"1,435",33.3,N/A,,Taichung City,Taiwan,TWN
University of Koblenz & Landau,"1,435",33.3,N/A,,Mainz,Germany,DEU
Brandenburg University of Technology Cottbus,"1,441",33.2,N/A,,Cottbus,Germany,DEU
Riga Technical University,"1,441",33.2,N/A,,Riga,Latvia,LVA
SUNY Downstate Health Sciences University,"1,441",33.2,N/A,,Brooklyn,United States,USA
Universidad Catolica del Norte,"1,441",33.2,N/A,,Antofagasta,Chile,CHL
Universidad del Desarrollo,"1,441",33.2,N/A,,Concepcion,Chile,CHL
Universite de Sousse,"1,441",33.2,N/A,,Sousse,Tunisia,TUN
University of Lodz,"1,441",33.2,N/A,,Lodz,Poland,POL
University Osnabruck,"1,441",33.2,N/A,,Osnabruck,Germany,DEU
Institute of Tropical Medicine (ITM),"1,449",33.1,N/A,,Antwerp,Belgium,BEL
Shanghai University of Traditional Chinese Medicine,"1,449",33.1,N/A,,Shanghai,China,CHN
Akdeniz University,"1,451",33.0,N/A,,Antalya,Turkey,TUR
Hebei Agricultural University,"1,451",33.0,N/A,,Baoding,China,CHN
Southern Illinois University,"1,451",33.0,N/A,,Carbondale,United States,USA
Universidad de La Frontera,"1,451",33.0,N/A,,Temuco,Chile,CHL
Universidad del Rosario,"1,451",33.0,N/A,,Bogotá,Colombia,COL
Durban University of Technology,"1,456",32.9,N/A,,Durban,South Africa,ZAF
Saints Cyril & Methodius University of Skopje,"1,456",32.9,N/A,,Skopje,North Macedonia,MKD
University of the Philippines Diliman,"1,456",32.9,N/A,,Quezon City,Philippines,PHL
Henan Agricultural University,"1,459",32.8,N/A,,Zhengzhou,China,CHN
Kangwon National University,"1,459",32.8,N/A,,Chuncheon-si,South Korea,KOR
Nova Southeastern University,"1,459",32.8,N/A,,Ft. Lauderdale,United States,USA
University of the Algarve,"1,459",32.8,N/A,,Faro,Portugal,PRT
Agricultural University of Athens,"1,463",32.7,N/A,,Athens (Greece),Greece,GRC
Istinye University,"1,463",32.7,N/A,,Zeytinburnu/İstanbul,Turkey,TUR
Tshwane University of Technology,"1,463",32.7,N/A,,Pretoria,South Africa,ZAF
Wuhan Textile University,"1,463",32.7,N/A,,Wuhan,China,CHN
Xuzhou Medical University,"1,463",32.7,N/A,,Xuzhou,China,CHN
Louisiana State University Health Sciences Center New Orleans,"1,468",32.6,N/A,,New Orleans,United States,USA
National Institute of Technology Rourkela,"1,468",32.6,N/A,,Rourkela,India,IND
Pirogov Russian National Research Medical University,"1,468",32.6,N/A,,Moscow (Russia),Russia,RUS
Pontificia Universidade Catolica do Parana,"1,468",32.6,N/A,,Curitiba,Brazil,BRA
Pukyong National University,"1,468",32.6,N/A,,Busan,South Korea,KOR
Selcuk University,"1,468",32.6,N/A,,Selcuklu-Konya,Turkey,TUR
Tokyo University of Agriculture & Technology,"1,468",32.6,N/A,,Tokyo,Japan,JPN
University of Veterinary & Animal Science - Pakistan,"1,468",32.6,N/A,,Punjab,Pakistan,PAK
Anhui Normal University,"1,476",32.5,N/A,,Wuhu,China,CHN
Bangladesh Agricultural University (BAU),"1,476",32.5,N/A,,Mymensingh,Bangladesh,BGD
Malmo University,"1,476",32.5,N/A,,Malmo,Sweden,SWE
National Chung Hsing University,"1,476",32.5,N/A,,Taichung,Taiwan,TWN
Universidad de Leon,"1,476",32.5,N/A,,Leon,Spain,ESP
University of South-Eastern Norway,"1,476",32.5,N/A,,Kongsberg,Norway,NOR
University of Urbino,"1,476",32.5,N/A,,Urbino,Italy,ITA
UOC Universitat Oberta de Catalunya,"1,476",32.5,N/A,,Barcelona,Spain,ESP
Ball State University,"1,484",32.4,N/A,,Muncie,United States,USA
Kalinga Institute of Industrial Technology (KIIT),"1,484",32.4,N/A,,Bhubaneswar,India,IND
Liaoning University,"1,484",32.4,N/A,,Shenyang,China,CHN
Tuscia University,"1,484",32.4,N/A,,Viterbo,Italy,ITA
University of Teesside,"1,484",32.4,N/A,,Middlesbrough,United Kingdom,GBR
Ehime University,"1,489",32.3,N/A,,Matsuyama,Japan,JPN
Fujita Health University,"1,489",32.3,N/A,,Toyoake,Japan,JPN
Huaqiao University,"1,489",32.3,N/A,,Xiamen,China,CHN
Saint John's University,"1,489",32.3,N/A,,Staten Island,United States,USA
Universitat Trier,"1,489",32.3,N/A,,Trier,Germany,DEU
University of Derby,"1,489",32.3,N/A,,Derby,United Kingdom,GBR
Jeju National University,"1,495",32.2,N/A,,Jeju,South Korea,KOR
Kyushu Institute of Technology,"1,495",32.2,N/A,,Fukuoka,Japan,JPN
University of North Dakota Grand Forks,"1,495",32.2,N/A,,Grand Forks,United States,USA
Zhejiang University of Finance & Economics,"1,495",32.2,N/A,,Hangzhou,China,CHN
Federal University of de Lavras,"1,499",32.1,N/A,,Lavras,Brazil,BRA
Guilin University of Electronic Technology,"1,499",32.1,N/A,,Guilin,China,CHN
Pakistan Institute of Engineering & Applied Science,"1,499",32.1,N/A,,Nilore,Pakistan,PAK
Technical University Ostrava,"1,499",32.1,N/A,,Ostrava - Poruba,Czech Republic,CZE
Universidad de Almeria,"1,499",32.1,N/A,,Almeria,Spain,ESP
University Cheikh Anta Diop Dakar,"1,499",32.1,N/A,,Dakar,Sénégal,SEN
University of Mohaghegh Ardabili,"1,499",32.1,N/A,,Ardabil,Iran,IRN
